,NAZWA_Sekcji,treść,ID SekcjI (stała),id sekcji nadrzędnej (Stała),ID_TAB,data SFCR,wersja SFCR,numer zakładu w systemie UKNF (kod zakładu)
13,A.3 Wynik z działalności lokacyjnej (inwestycyjnej),,5,2,1,2023,1,259400B0G3LJVFVZS942
14,A.3.1 Przychody z działalności lokacyjnej," Przychody z działalności lokacyjnej odnotowane przez Towarzystwo w bieżącym roku obrotowym ujęto w poniższej tabeli w tysiącach złotych. Przychody z działalności lokacyjnej wg PSR w tys. zł. Rok 2022 Rok 2021 Przychody z inwestycji: 255.061 244.299 - z dywidend od jednostek zależnych 48.492 47.033 - z akcji i pozostałych papierów wartościowych o zmiennej kwocie dochodu 8.344 9.954 - z papierów dłużnych 195.267 185.828 - z depozytów w instytucjach finansowych 1.875 173 - z pozostałych inwestycji 1.084 1.310 Zrealizowane zyski kapitałowe 33.161 61.839 Niezrealizowane zyski inwestycyjne 33.071 66.802 Razem przychody z lokat 321.294 372.940 Przychody z działalności inwestycyjnej wzrosły w 2022 roku o 11 mln w porównaniu do roku 2021. Było to spowodowane przede wszystkim wzrostem przychodów z papierów dłużnych w produktach z UFK, które nie wpływają bezpośrednio na wynik finansowy Towarzystwa, gdyż zmiany wyceny są odzwierciedlone w zmianie stanu rezerw techniczno-ubezpieczeniowych. Spadek zrealizowanych zysków kapitałowych spowodowany był sytuacją rynkową - wzrost stóp procentowych spowodował spadek rentowności obligacji w stosunku do 2021 roku.",47,2,1,2023,1,259400B0G3LJVFVZS942
15,A.3.2 Koszty działalności lokacyjnej," Koszty z działalności lokacyjnej wzrosły w 2022 roku w stosunku do roku 2021 w związku z wyższymi zrealizowanymi stratami na sprzedaży inwestycji, co było związane z ogólnym pogorszeniem sytuacji na rynkach finansowych w 2022 roku. Koszty działalności lokacyjnej wg PSR w tys. zł. 2022 2021 Pozostałe koszty działalności lokacyjnej 7.900 5.654 Zrealizowane straty na sprzedaży inwestycji 64.501 10.083 Niezrealizowane straty z inwestycji 84.408 48.990 Razem koszty działalności lokacyjnej 156.809 64.726 Poniższa tabela prezentuje rozbicie kosztów z działalności inwestycyjnej na grupy aktywów. 90% kosztów to koszty operacyjne alokowane na portfele, stąd nie ma możliwości przypisania ich do obligacji, akcji, jednostek uczestnictwa jak w przypadku przychodów z działalności inwestycyjnej. Działalność i wyniki operacyjne B C D E A Typ aktywów Pozostałe koszty z działalności inwestycyjnej (w tyś. PLN) 2022 2021 Aktywa dla ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i dla ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym 1.168 906 Aktywa dla ubezpieczeń na życie, w których świadczenie nie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe 6.552 3.966 Aktywa własne Towarzystwa 180 781 Suma 7.900 5.654 Zmiana poziomu kosztów działalności inwestycyjnej w 2022 r. jest spowodowana wzrostem kosztów korzystania z systemów grupy MeLife i zmiany zarządzającego aktywami własnymi i aktywami innymi niż UFK.",48,2,1,2023,1,259400B0G3LJVFVZS942
16,A.3.3 Zyski/straty ujęte bezpośrednio w kapitale własnym, W poniższej tabeli przedstawiono wartość zysków/strat ujętych bezpośrednio w kapitale własnym. Towarzystwo ujmuje niezrealizowane zyski/straty na inwestycjach własnych oraz zmiany wartości jednostek zależnych odpowiednio w kapitale z aktualizacji wyceny i podatku odroczonym (jeśli dotyczy). Zyski/straty ujęte bezpośrednio w kapitale własnym - wg PSR w tys. zł. 2022 2021 Zmiana stanu kapitału z aktualizacji wyceny (189.669) (146.726) - z wyceny udziałów w jednostkach podporządkowanych (26.593) (4.087) - z wyceny dłużnych papierów wartościowych (201.329) (176.097) - podatek odroczony od tej wyceny 38.252 33.459 Zyski ujęte bezpośrednio w kapitale własnym zmalały w 2022 roku głównie z powodu zmiany wyceny dłużnych papierów wartościowych utrzymywanych przez Towarzystwo. Zmiana wyceny spowodowana była spadkiem cen obligacji skarbowych oraz obligacji z gwarancją Skarbu Państwa w 2022 roku.,49,2,1,2023,1,259400B0G3LJVFVZS942
17,A.3.4 Inwestycje związane z sekurytyzacją, Towarzystwo nie posiada żadnych inwestycji w instrumenty związane z sekurytyzacją. Działalność i wyniki operacyjne B C D E A,50,2,1,2023,1,259400B0G3LJVFVZS942
18,A.4 Wyniki z pozostałych rodzajów działalności,"Pozostałe koszty operacyjne wyniosły w roku 2022 31 mln zł, podczas gdy pozostałe przychody zamknęły się kwotą 15 mln zł. Po stronie przychodów i kosztów największą pozycję stanowiły różnice kursowe, dodatkowo spółka poniosła koszty podatku od aktywów w wysokości 12 mln zł (o 3,1 mln mniej niż rok wcześniej, ze względu na spadek wysokości aktywów) Pozostałe przychody operacyjne: Pozostałe przychody operacyjne wg PSR w tys. zł. 2022 2021 Refaktury - 159 Zmniejszenie rezerw 2.359 312 Różnice kursowe 11.907 160 Pozostałe przychody z działalności operacyjnej 292 305 Pozostałe przychody operacyjne 14.558 935 Pozostałe koszty operacyjne. Pozostałe koszty operacyjne wg PSR w tys. zł 2022 2021 Podatek od aktywów 12.030 15.096 Amortyzacja wartości firmy - - Różnice kursowe 12.039 256 Pozostałe koszty operacyjne 788 245 Darowizny, EX GRATIA 552 58 Likwidacja środków trwałych 4.761 1 Rezerwy na sprawy sporne - - Pozostałe koszty - spisy 801 64 Pozostałe koszty operacyjne 30.970 15.720 W 2022 r. Spółka była stroną umów leasingu dotyczących najmu nieruchomości oraz samochodów. Wśród tych umów najistotniejszą umową była umowa najmu nieruchomości przy ulicy Przemysłowej 26 w Warszawie, w której mieściła się w 2022 roku siedziba główna Spółki. Wynajmującym tę nieruchomość była spółka Nationale-Nederlanden Services Sp. z o.o.",6,2,1,2023,1,259400B0G3LJVFVZS942
19,A.5 Wszelkie inne informacje,"Postępowanie UOKiK W dniu 6 lipca 2018 r. UOKiK wszczął wobec Spółki postępowanie w sprawie o uznanie postanowień wzorca umowy za niedozwolone, w związku ze stosowaniem przez MetLife w treści ogólnych warunków ubezpieczenia dotyczących umowy ubezpieczenia na życie z UFK MetLife Projekt Jutro postanowień umownych dot. opłaty alokacyjnej. UOKiK wszczął postępowania także wobec innych czterech zakładów ubezpieczeń. W dniu 5 października 2018 r. Towarzystwo złożyło odpowiedź na zawiadomienie UOKiK o wszczęciu postępowania i przekazało argumenty odpierające zarzuty UOKiK w zakresie opłaty alokacyjnej w umowie ubezpieczenia na życie z UFK MetLife Projekt Jutro. Kierując się zasadą ostrożności Działalność i wyniki operacyjne B C D E A Spółka utworzyła na dzień 31 grudnia 2019 r. rezerwę na potencjalne skutki postępowania UOKiK w łącznej kwocie 19,3 miliona złotych. W dniu 3 lutego 2022 UOKiK opublikował decyzję o uznaniu za klauzulę niedozwoloną opłat alokacyjnych pobieranych w produkcie UFK MetLife Projekt Jutro oraz o nałożeniu na Spółkę kary w wysokości ponad 5,2 mln zł. UOKiK nałożył też obowiązek poinformowania wszystkich konsumentów, będących stronami umów zawartych w ramach UFK MetLife Projekt Jutro, o uznaniu postanowień zawartych we wzorach tych umów za niedozwolone i skutkach z tego wynikających. W dniu 3 marca 2022 r. Spółka wniosła odwołanie od tej decyzji do Sądu Okręgowego w Warszawie, wydział XVII – Sąd Ochrony Konkurencji i Konsumentów (SOKiK). W dniu 22 marca 2023 odbyła się rozprawa przez SOKiK W związku z powyższym Spółka na dzień 31 grudnia 2022 r. nadal utrzymywała utworzoną w 2019 r. rezerwę na potencjalne skutki postępowania UOKiK. Wojna w Ukrainie Od początku wybuchu wojny w Ukrainie Spółka monitoruje jej wpływ na działalność biznesową spółki. Bezpośrednio wojna nie przełożyła się istotnie na działalność operacyjną i sytuację finansową, jednak stale pogarszająca się sytuacja gospodarcza spowodowana wysoką inflacją i wysokimi stopami procentowymi ma negatywny wpływ na wyniki sprzedaży realizowane przez Spółkę. Największe wyzwania dotyczą segmentu Bancassurance, który jest uzależniony od działalności pożyczkowo- kredytowej partnerów biznesowych, która została istotnie ograniczona szczególnie w zakresie rynku kredytów hipotecznych. Niemniej jednak, ze względu na ograniczony udział tej sprzedaży w całości przypisu Spółki, wpływ ten nie jest bardzo znaczący. W zakresie niniejszego sprawozdania za rok zakończony 31 grudnia 2022 r. ocenia się wpływ powyższej sytuacji jako nieznaczący. Spółka na dzień 31 grudnia 2022 r. nie posiadała obligacji rządowych wyemitowanych przez rządy Federacji Rosyjskiej bądź Ukrainy ani innych bezpośrednich inwestycji w aktywa tych państw. W przypadku NNLife TUnŻiR S.A. nie występuje zaangażowanie w aktywa rosyjskie. 1 System zarządzania B C D E A",7,2,1,2023,1,259400B0G3LJVFVZS942
20,B System zarządzania,,8,8,1,2023,1,259400B0G3LJVFVZS942
21,B.1 Informacje ogólne o systemie zarządzania,"O ile nie wskazano inaczej, przedstawione w tym rozdziale informacje o systemie zarządzania dotyczą roku 2022 i stanu na dzień 31 grudnia 2022 roku, to znaczy okresu przed prawnym połączeniem spółek NNLife TUnŻiR i NN TUnŻ.",9,8,1,2023,1,259400B0G3LJVFVZS942
22,B.1.1 Struktura zarządzania," Towarzystwo opiera się na strukturze organizacyjnej dysponującej odpowiednimi systemami kontroli wewnętrznej, zarządzania ryzykiem i audytu, które pozwalają mu osiągać cele strategiczne przy uwzględnieniu konieczności efektywnego monitorowania ryzyka działalności. Struktura organizacyjna jest przejrzysta i adekwatna do skali i charakteru prowadzonej działalności oraz ponoszonego ryzyka. Kompetencje, zadania i obowiązki zostały jasno przypisane odpowiednim osobom. Realizację zadań powierzono osobom z odpowiednią wiedzą i umiejętnościami, a zarządzanie profesjonalistom dysponującym stosownym doświadczeniem. Skład Zarządu na dzień 31 grudnia 2022 był następujący: • Paweł Kacprzyk – Prezes Zarządu • Agata Lem-Kulig – Członek Zarządu • Anita Bogusz – Członek Zarządu • Andrzej Miron – Członek Zarządu • Magdalena Brzozowska-Tomczyk – Członek Zarządu • Justyna Dymek – Członek Zarządu • Liwia Kwiecień – Członek Zarządu Zarząd w takim składzie został wybrany na kolejną 2 letnią kadencję z dniem 28.08.2022r. W 2022 roku do dnia 31 grudnia 2022r. zaszły następujące zmiany w składzie Zarządu: • Monika Spadło-Kolano - Prezes Zarządu - rezygnacja z dniem 22 kwietnia 2022, • Małgorzata Milczarek-Bukowska - Członek Zarządu - rezygnacja z dniem 22 kwietnia 2022, • Paweł Kacprzyk - powołanie z dniem 22 kwietnia 2022, zgoda KNF na pełnienie funkcji Prezesa z dnia 26 sierpnia 2022, • Liwia Kwiecień - powołanie z dniem 22 kwietnia 2022, • Andrzej Miron - powołanie z dniem 22 kwietnia 2022, • Anita Bogusz - powołanie z dniem 22 kwietnia 2022. Skład Rady Nadzorczej na dzień 31 grudnia 2022 roku o był następujący: • Przewodniczący Rady Nadzorczej - Fabian Rupprecht, • Członek Rady Nadzorczej - Bartholomeus Frijns, • Członek Rady Nadzorczej - Elżbieta Chomicka, • Członek Rady Nadzorczej - Marek Żytniewski. W Spółce obowiązują odpowiednie dokumenty takie jak Statut Spółki, Regulaminy Zarządu i Rady Nadzorczej czy Regulamin Organizacyjny określające następujące kwestie: • Organy Towarzystwa (tzn. Rada Nadzorcza, Zarząd, komitety) i ich funkcje; 1 System zarządzania B C D E A • Role poszczególnych członków Organów Towarzystwa, częstotliwość zebrań, proces zmian w składzie Rady Nadzorczej i Zarządu; • Osoby upoważnione do podejmowania działań w imieniu Towarzystwa (w jakim charakterze i zakresie); oraz • Procedurę powoływania i odwoływania osób piastujących kluczowe stanowiska. Towarzystwo posiada udokumentowane w odpowiednich dedykowanych regulaminach zadania i zasady funkcjonowania oraz skład poszczególnych Komitetów. Poniższy diagram przedstawia strukturę organizacyjną Towarzystwa, w tym Zarządu, Rady Nadzorczej i Komitetów Towarzystwa. 1 System zarządzania B C D E A 1 System zarządzania B C D E A",51,8,1,2023,1,259400B0G3LJVFVZS942
23,B.1.2 Funkcje," Rady Nadzorczej Rada Nadzorcza sprawuje stały nadzór nad działalnością Towarzystwa. Przysługuje jej prawo sprawdzania dokumentacji, otrzymywania informacji i sprawozdań dotyczących działalności Spółki i domagania się od Zarządu i personelu wyjaśnień we wszystkich kwestiach związanych z działalnością Towarzystwa. Członkowie Rady Nadzorczej są powoływani i odwoływani przez Walne Zgromadzenie Akcjonariuszy Towarzystwa. Wspólna kadencja Rady Nadzorczej wynosi 2 lata. Rada Składa się z co najmniej 3 członków. Na dzień 31 grudnia 2022 roku Rada Nadzorcza liczyła 4 członków - 2 zależnych i 2 niezależnych. Co roku Rada Nadzorcza składa sprawozdania ze swojej działalności Walnemu Zgromadzeniu. Posiedzenia Rady Nadzorczej Przewodniczący Rady Nadzorczej zwołuje posiedzenia przynajmniej 4 razy w roku, informując o nich elektronicznie na siedem dni przed datą każdego posiedzenia. W 2022 odbyło się 5 posiedzeń Rady Nadzorczej. Uchwały przyjęte na posiedzeniu uznaje się za wiążące, pod warunkiem, że wszyscy członkowie Rady Nadzorczej zostali o nim powiadomieni, w posiedzeniu uczestniczyła przynajmniej połowa członków Rady, a uchwałę przyjęto zwykłą większością głosów członków Rady obecnych na posiedzeniu. Zakres działalności Rady Nadzorczej: • Opiniowanie bilansu, rachunku zysków i strat oraz sprawozdania Zarządu, • Opiniowanie wniosku Zarządu w sprawach podziału zysku lub pokryciu straty, • Zatwierdzanie wniosków Zarządu dotyczących tworzenia lub likwidacji oddziałów i innych placówek Spółki w kraju i za granicą, zakupu akcji lub udziałów w spółkach, • Zatwierdzanie wniosków Zarządu w sprawach nabywania, obciążania i zbywania nieruchomości Spółki, • Ustalanie zasad dotyczących wynagrodzeń członków Zarządu i wynagrodzeń każdego z członków Zarządu, • Rozpatrywanie innych spraw wnoszonych przez Zarząd, • Wykonywanie innych spraw powierzonych przez Walne Zgromadzenie; oraz • Uchwalanie regulaminu Komitetu Audytu oraz wybór członków Komitetu Audytu.",52,8,1,2023,1,259400B0G3LJVFVZS942
24,B.1.3 Funkcje," Zarządu Zarząd, pod przewodnictwem Prezesa, kieruje pracami Towarzystwa i podejmuje wszelkie niezbędne decyzje, w tym w formie uchwał, z wyjątkiem spraw zarezerwowanych wyłącznie do rozpatrzenia przez Walne Zgromadzenie lub Radę Nadzorczą. Zarząd zapewnia wypełnienie wszelkich obowiązków, w tym zobowiązań wiążących Towarzystwo zgodnie z przepisami prawa. Członkowie Zarządu są powoływani i odwoływani przez Walne Zgromadzenie Akcjonariuszy Towarzystwa. Wspólna kadencja Zarządu wynosi nie więcej niż 2 lata. Zarząd składa się z co najmniej 3 członków. Posiedzenia Zarządu Posiedzenia Zarządu odbywają się, gdy jest to konieczne, jednak nie rzadziej niż raz w miesiącu. Uchwały podejmowane są w trakcie posiedzeń i pozostają w mocy, pod warunkiem, że poinformowany został cały Zarząd, a przynajmniej dwóch jego członków wzięło udział w posiedzeniu i głosowaniu. Z każdego posiedzenia sporządza się protokół, do którego dołącza się uchwały. Zakres działalności Zarządu: • Reprezentowanie Towarzystwa w sądach, przed organami państwowymi i stronami trzecimi w zakresie wszelkich środków sądowych i pozasądowych, z wyjątkiem spraw wymagających podjęcia uchwały przez Walne Zgromadzenie, 1 System zarządzania B C D E A • Składanie sprawozdań dot. wyników działalności Towarzystwa, a także rocznych sprawozdań finansowych podlegających ocenie Rady Nadzorczej i zatwierdzeniu Walnego Zgromadzenia. • Zapewnienie wykonania wszelkich obowiązków, w tym obowiązków informacyjnych, którym podlega Towarzystwo na podstawie ustawy z dnia 11 września 2015 roku o działalności ubezpieczeniowej i reasekuracyjnej oraz na podstawie innych przepisów prawa, • Nadzorowanie bezpośrednio przez Członków Zarządu prac poszczególnych jednostek organizacyjnych Towarzystwa. Podział obowiązków pomiędzy poszczególnych członków Zarządu w tym zakresie określa Rada Nadzorcza w drodze uchwalenia Regulaminu Organizacyjnego Towarzystwa, • Zwracanie się do Rady Nadzorczej o dokonanie oceny zasadności zawarcia umów z podmiotami powiązanymi, które w istotny sposób wpływają na sytuację finansową, prawną lub reputacyjną Towarzystwa lub prowadzą do nabycia lub zbycia albo innego rozporządzenia znacznym majątkiem, • Dokonywanie corocznej oceny realizacji zasad dotyczących dystrybucji ubezpieczeń. Zarząd informuje Radę Nadzorczą o wynikach przeprowadzonej oceny przedstawiając Radzie Nadzorczej coroczną informację dotyczącą obowiązujących zasad dystrybucji ubezpieczeń oraz monitorowania ich przestrzegania. Zarząd monitoruje również wykonanie obowiązków wynikających z wytycznych Regulatora dotyczących reasekuracji biernej/retrocesji oraz procesu tworzenia rezerw techniczno-ubezpieczeniowych, • Dokonywanie corocznej oceny efektywności stosowania „Zasad Ładu Korporacyjnego Dla Instytucji Nadzorowanych” opublikowanych przez Komisje Nadzoru Finansowego oraz informowanie Rady Nadzorczej o wynikach przeprowadzonej oceny, • Dokonywanie corocznej oceny efektywności systemu zarządzania produktem oraz oceny funkcjonowania procedur badania adekwatności produktu oraz informowanie Rady Nadzorczej o wynikach przeprowadzonych ocen.",53,8,1,2023,1,259400B0G3LJVFVZS942
25,B.1.4 Struktura komitetów," Komitet Audytu W Spółce działa Komitet Audytu. Komitet Audytu składa się przynajmniej z 3 członków powoływanych i odwoływanych przez Radę Nadzorczą z jej członków. Na dzień 31 grudnia 2022 w skład Komitetu Audytu wchodzili: • Przewodnicząca Komitetu Audytu - Elżbieta Chomicka, • Członek Komitetu Audytu - Bartholomeus Frijns, • Członek Komitetu Audytu - Marek Żytniewski. Regulamin Komitetu Audytu zatwierdzany jest przez Radę Nadzorczą. Zebrania Komitetu audytu odbywają się przynajmniej cztery razy w roku. Zakres działalności Komitetu Audytu: • Monitorowanie procesu sprawozdawczości finansowej, • Monitorowanie skuteczności systemów kontroli wewnętrznej i systemów zarządzania ryzykiem oraz audytu wewnętrznego, w tym w zakresie sprawozdawczości finansowej, • Monitorowanie wykonywania czynności rewizji finansowej, w szczególności przeprowadzania przez firmę audytorską badania, z uwzględnieniem wszelkich wniosków i ustaleń Komisji Nadzoru Audytowego wynikających z kontroli przeprowadzonej w firmie audytorskiej, • Kontrolowanie i monitorowanie niezależności Biegłego Rewidenta i firmy audytorskiej, w szczególności w przypadku, gdy na rzecz Towarzystwa świadczone są przez firmę audytorską inne usługi niż badanie, • Informowanie Rady Nadzorczej o wynikach badania oraz wyjaśnianie w jaki sposób badanie to przyczyniło się do rzetelności sprawozdawczości finansowej, a także jaka była rola Komitetu Audytu w procesie badania, • Dokonywanie oceny niezależności Biegłego Rewidenta oraz wyrażanie zgody na świadczenie przez niego dozwolonych usług niebędących badaniem, 1 System zarządzania B C D E A • Opracowywanie polityki wyboru firmy audytorskiej do przeprowadzania badania, • Opracowywanie polityki świadczenia przez firmę audytorską przeprowadzającą badanie, przez podmioty powiązane z tą firmą audytorską oraz przez członka sieci firmy audytorskiej dozwolonych usług niebędących badaniem, • Określenie procedury wyboru firmy audytorskiej, • Przedstawianie Radzie Nadzorczej rekomendacji dotyczących powołania Biegłych Rewidentów lub firm audytorskich, • Przedkładanie zaleceń mających na celu zapewnienie rzetelności procesu sprawozdawczości finansowej. • podejmował uchwałę w sprawie oceny i rekomendacji kandydata na stanowisko osoby nadzorującej funkcję audytu wewnętrznego i proponowanej wysokości wynagrodzenia I uchwałę w sprawie oceny i rekomendacji kandydata na stanowisko osoby nadzorującej funkcję zgodności z przepisami i proponowanej wysokości wynagrodzenia Komitet ds. Ryzyka Komitet ds. Ryzyka powołuje Zarząd celem zapewnienia odpowiedniego systemu nadzoru i efektywnego zarządzania ryzykiem. W szczególności dba o to, aby kierownictwo wyższego szczebla wywiązywało się ze swoich obowiązków w zakresie identyfikacji, monitorowania, kontrolowania i oceny ryzyka Towarzystwa oraz stosowanych strategii ograniczających. Komitet wspiera Zarząd w zapewnieniu i przeglądzie systemu zarządzania ryzykiem i zapewnienia zgodności. W skład Komitetu ds. Ryzyka wchodzi przynajmniej czterech członków, którzy odbywają zebrania co najmniej raz na kwartał. Członek Zarządu odpowiedzialny za zarządzanie ryzykiem pełni funkcję przewodniczącego Komitetu ds. Ryzyka. Obowiązki Komitetu ds. Ryzyka to w szczególności: • Rekomendacja apetytu na ryzyko Spółki i limitów oraz poziomów ostrzegawczych dla poszczególnych ryzyk, • Analiza profilu ryzyka Spółki poprzez analizę ekspozycji na istotne ryzyka, w tym ryzyka płynności, rynkowe, kredytowe, ubezpieczeniowe, operacyjne i braku zgodności oraz biznesowe, • Monitorowanie wypłacalności Spółki i jej własnych potrzeb kapitałowych oraz ciągłej zgodności z wymogami wypłacalności wraz z rekomendacją scenariuszy szokowych dla procesu ORSA, • Przynajmniej raz w roku analiza oceny własnej ryzyk i zgodności założeń formuły standardowej w ramach systemu Wypłacalność II z własną oceną ryzyk, • Monitorowanie realizacji Strategii Zarządzania Ryzykiem, • Rekomendacja podejścia do zarządzania zidentyfikowanymi ryzykami (odpowiedzi na ryzyko), • Rekomendacja zmian, w tym działań naprawczych w celu poprawy efektywności zarządzania ryzykiem, • Monitoring realizacji działań naprawczych i zaleceń pokontrolnych w tym poaudytowych, • Analiza wyników Badania i Oceny Nadzorczej (BION), • Monitorowanie jakości danych w Spółce, • Omawianie innych niż wskazanych powyżej kwestii związanych z procesem zarządzania ryzykiem w Spółce, jeżeli zajdzie taka konieczność, • Rekomendowanie działań w związku z powyższymi zadaniami. Rola Komitetu polega na przekazywaniu Zarządowi stosownych wyjaśnień, informacji na temat bieżącej sytuacji Towarzystwa, rekomendacji a także opinii dot. profilu ryzyka, w oparciu, o które Zarząd może podejmować decyzje. Sterujący Komitet Inwestycyjny 1 System zarządzania B C D E A Sterujący Komitet Inwestycyjny odpowiada za rekomendowanie Zarządowi polityki i strategii inwestycyjnych Towarzystwa oraz nadzoruje ich realizację. W ramach prowadzonego nadzoru nad działalnością inwestycyjną, Komitet odpowiada za monitorowanie decyzji inwestycyjnych w procesie zarządzania aktywami Towarzystwa, w szczególności w zakresie ich zgodności z zatwierdzonymi przez Zarząd Towarzystwa Politykami Inwestycyjnymi, a także w zakresie ich zgodności z przepisami obowiązującego prawa oraz z regulacjami wewnętrznymi Towarzystwa. Komitet nadzoruje realizację strategii inwestycyjnych w ramach wyodrębnionych portfeli inwestycyjnych oraz w szczególności nadzoruje utrzymywanie odpowiedniej wielkości wartości lokat stanowiących pokrycie rezerw techniczno-ubezpieczeniowych i kapitałów własnych oraz dopasowanie terminów zapadalności i struktury walutowo-odsetkowej aktywów i zobowiązań. Członkami Komitetu są: Członek Zarządu sprawujący nadzór nad Departamentem Inwestycji, Dyrektor Departamentu Inwestycji, Dyrektor Pionu Finansowego, Dyrektor Departamentu Aktuarialnego, Dyrektor Departamentu Zarządzania Ryzykiem, Zarządzający Portfelami Dłużnymi oraz Dyrektor Zarządzający Portfelami Akcji Posiedzenia Komitetu odbywają się co najmniej 4 razy w roku. Posiedzenia Komitetu odbywają się, jeżeli może w nim uczestniczyć Członek Zarządu sprawujący nadzór nad Departamentem Inwestycji lub Dyrektor Departamentu Inwestycji, i jednocześnie, jeżeli uczestniczy w nim Dyrektor Pionu Finansowego lub Dyrektor Departamentu Aktuarialnego. Regulamin Komitetu i zmiany do regulaminu zatwierdza Zarząd. Komitet Inwestycyjny UFK Na posiedzeniach Komitet Inwestycyjny UFK dokonuje przeglądu danych makroekonomicznych, ocenia prezentowane analizy spółek i sektorów, dokonuje przeglądu sytuacji na globalnym i krajowym rynku kapitałowym, decyduje o zakresie alokacji aktywów w instrumenty udziałowe dla funduszy UFK, decyduje o zakresie poziomu ryzyka stopy procentowej (duration) dla funduszy UFK, decyduje o zakresie alokacji aktywów w korporacyjne instrumenty dłużne, decyduje o zmianie listy transakcyjnej, omawia inne bieżące kwestie dotyczące działalności inwestycyjnej. W skład Komitetu Inwestycyjnego UFK z prawem głosu wchodzą: Dyrektor Departamentu Inwestycji oraz uczestniczący w procesie inwestycyjnym pracownicy Departamentu Inwestycji. Komitet zbiera się co najmniej raz w miesiącu. Działalność Komitetu Inwestycyjnego UFK reguluje Procedura Podejmowania Decyzji Inwestycyjnych.",54,8,1,2023,1,259400B0G3LJVFVZS942
